,main_post,reply_post,fold,label
3255,"لقد بدأ المس بالاحتياطي الإلزامي. يتحمّل رئيس الجمهورية ورئيس حكومة تصريف الأعمال ووزير المالية وحاكم مصرف لبنان، مسؤولية القضاء على ما تبقى من أموال المودعين.
سنفعل المستحيل لمحاولة ردعهم عن ذلك.",<USER> المس او المص؟🤔,1,Neutral
3256,"رفع الدعم، يعني الانفجار.
لا، الناس لم تتعود.
هذه اكذوبة.
الناس تعض على الجراح.
حتماً، ستنفجر الأمور.
لكنها ستنفجر في الوجهة الصحيحة.
لن تنفجر كما يهواوها مهندسو الفوضى في #عوكر.","<USER> <USER> ما تقوله صحيح مئة بالمئة، لأن هناك حدود للصبر والناس ملّت ولا يوجد في الأفق حلول لا من جهة ارتفاع الدولار ولا من جهة الوضع المادي والمعيشي 
والأخطر الأحاديث التي تدور بين الناس بإيجاد أي فرصة للسفر",0,Positive
3257,عاجل: إيران بمساعدة روسيا ستطلق برامج واقمار اصطناعية قادرة على التجسس على جميع الدول الخليجية.,<USER> سبحان الله وأين دولتكم التي تزعم عدائها لايران لماذا إيران لا تتجسس عليكم,0,Neutral
3258,من قدم اكبر خدمات للصهاينة في السنوات الاخيرة؟,<USER> إيران والامارات,1,Neutral
3259,لولا قطر و ملالي ايران واخوان تركيا واخوان مصر وحماس والصحوة والاسلام السياسي لكان العالم بخير و حب و وئام و سلام دائم,<USER> لو ان هتلر طول شوي في بقائه انه كملكم تفحيم وان الشعوب العربيه في خير وأمن وسلام ورخاء لكن ماتأخر فيه الخير,0,Negative
3260,"يعيش السيد جعجع في العقدة النفسية نفسها التي ترافقه منذ الثمانينات حتى اليوم، من بشير الى حبيقة وفرنجية وشمعون وغيرهم من الشخصيات المسيحية التي حاربها وهو اليوم لا يزال يتبع نفس النهج مع الرئيس عون
#رح_نبقى_سوا
<USER>","<USER> <USER> ما حدا همو بجعجع وبري ونصرالله والحريري.
-نحنا ناس انتخبناكم حتى تشتغلوا عنا:مصرياتنا وين؟في واحد منكن اسمه كنعان عامل كابيتال كونترول بالاتفاق مع المصارف.ليك خبر كل اصحابك بالتكتل بس روح علمصرف لجيب كل مصرياتي وبالدولار وما يعطوني ياهن رح اجي لعندك وعند كنعان وباسيل والرئيس",4,Negative
3261,القضية طارئة جدا ولا يجوز بقاء الدعم استنسابيا فيما الصهاريج تمر عبر الحدود تحت اعين القوى الامنية وبمشاركتها احيانا وفقط مجلس النواب بإقراره للقانون يحل جزئيا موضوع الدعم ويبعد النقمة الكبيرة الآتية,<USER> مين فلّتك علينا اليوم!,3,Negative
3262,الله يرزق كل فقير…صباح الخير🌹,<USER> امين يا رب صباح النور,4,Positive
3264,"عند جميل السيّد الاتهام السياسي بقضية الشهيد الحريري مرفوض اما الاتهام السياسي بقضية المرفأ للواء ابراهيم عادي!
يا رجل حينما اتهمت سياسيا وزوراً بقتل الشهيد الحريري رفع محبوك ايضاً صورك واعترضوا على اتهامك!
ما هذه الازدواجية
اما اسلوب الخطاب فدنوه يستدعي ترفع اصحاب الشأن عن الرد!",<USER> الواضح انو ما عندك اي علاقة بالشان السياسي او القضائي بالبلد ، اسلوبك يا رييس علي هو المرفوض من ٢ مليون شيعي ، وبالنسبة لجميل السيد واللواء ابراهيم ، اخر همي بس اللي بهم انو من بعد ١٧ تشرين بعد في ابواق متلك ! كون حر شي مرة,1,Negative
3265,ايدي كوهين يقدم لكم نشرة الاخبار العربية سلفا، الاردن يتصدر الاخبار حتى نهاية الصيف، ثم الكويت، ثم غزة. تذكروا هذه الاخبار اليقينة واني اعلم من الله ما لا تعلمون,<USER> على قولتك عند كوهين الخبر اليقين(:,0,Positive
3266,قطر 🇶🇦 منذ سنة ١٩٩٥ وهي تدعم الإرهاب وتتآمر على الأنظمة العربية المعتدلة وتحالف الانظمة الإقليمية المتطرفة والمتشددة وتمول حماس الاٍرهابية وتدعم الاخوان يجب تجميد أموال قطر في الولايات المتحدة و أوروبا وبريطانيا,<USER> دلوقتى دور الكلب بتاعكوا انتهى وعلشان انتوا ملكوش ملة ولادين حترموهم فى الشارع ، طبعا مينفعش نلوم الكيان الصهيونى ، اللوم كل اللوم على دويلة قطر اللى بتساعد اليهود ضد العرب,4,Negative
3267,"شيّع اليوم في شعبة نصاب في منطقة الحدود الشمالية في المملكة العربية السعودية الشيخ فنيطل بن دغيليب الوجعان شيخ فخذ الفايد من بطن الأسلم من قبيلة شمر ورئيس مركز هجرة دغيليب الوجعان 
خالص العزاء لذويه وقبيلة شمر
رحمه الله",<USER> وانت بشو صفتك وشو دخلك بهالسولافة؟,3,Negative
3268,إسرائيل اتفقت اليوم مع السلطة الفلسطينية على القيام بصفقة تبادل للقاحات كورونا. إسرائيل ستحول إلى السلطة ١-١.٤ مليون جرعة لقاح فايزر ستنتهي فعاليتها قريبا وفي المقابل ستتلقى إسرائيل شحنة اللقاحات القادمة التي خصصتها شركة فايزر للسلطة والتي تحتوي على ذات الكمية من جرعات اللقاح.,<USER> يا البجاحه ياخي .. فعلا احفاد قrده  وخناzير,2,Negative
3269,عاجل: بعد دقائق سقوط مدوي لحكومة نتنياهو,<USER> غدار مالك صديق نقضت عهدك في اول ساعه,0,Negative
3270,"استقالة أي كتلة وازنة من المجلس ملحقة باستقالة القوات لتعطيل المجلس وفرض انتخابات نيابية نتيجتها أمرين؛

١- انتهاء دور نبيه برّي كرئيس لمجلس النواب الفاسد.
٢- سقوط شرعية سلاح حز ب الله.

الاستقالة هي أشجع خطوة يقوم بها من يريد انقاذ لبنان من دوّامة الانهيار القاتل.
تجرّأوا!",<USER> لا حل جذري الا بالسلاح غير هيك مضيعة للوقت انتم جبناء,1,Negative
3271,انا متّهم انني ايجابي بالوقت البلد منهار لكن يلي منكم ما بيعرفني انا شخص مات بيي انا وطفل ومن عمر ١٢ سنة اشتغلت تَعيل عيلتي واتعلم وحياتي كلها تعب بتعب وما زلت اكدح احيانا ١٥ ساعة يومياً لأفي التزاماتي اكيد بالتعاون مع زوجتي يلي الها فضل كبير بحياتي…رغم كل شيئ سأبقى ايجابي😁,<USER> انت تهمتك اشرف تهمة و انت بطل من بلادي الله يقويك يا رب 🙏,2,Positive
3272,"بعد اسبوع بدي اوقف عرّابة لبنت اختو لجوزي والفرحة مش سايعتني لأني انا وحيدة بهالحياة  بابا جابني وندم☺️ كل شوي تعي ريتا انتي العرابة روحي ريتا انتي العرابة خديها مشوار انتي العرابة عم فكّر قلهن فكروا بالموضوع منيح لانو بيقولو البنات بيطلعوا لعرابتهن😄😄tarala 
 #كتير_مبسوطة☺️",<USER> الله يبسطك وخليك بالضحكة الحلوه ♥️🥰,4,Positive
3273,"نحن ليش بدنا ندفع ثمن تيسنة البعض انو ما بدو فيول من ايران؟!
ليش بدنا نعاني بهالشكل والحل موجود قدامنا ومأمّن!
بموضوع الكهرباء نحن رهائن عند كل مين رافض عرض شراء الفيول الايراني بالليرة اللبنانية!",<USER> من هم البعض ؟ أنتم موجودين بالحكومه وبمجلس النواب وحاميين رياض الحرامي سمي بالأسماء إذا فيك😬,0,Neutral
3274,إنها لمأساة يتسبب بها رئيس الجمهورية ورئيس حكومة تصريف الأعمال بتركهما الناس معلقين بين السماء والأرض، لا يعرفون ماذا يحدث او ماذا سيكون غدهم. هم لا يعرفون إذا كان البنزين مؤمنا والمازوت متوفرا أم لا؟ولا يعرفون ما مصير الأدوية التي هم بحاجة إليها وما إذا كانت مؤمنة ام غير موجودة؟,<USER> ينعاد عليك   حكيم. والله يحميك  🙏 ❤️ منحبك,2,Positive
3275,"توصياتكم
مسلسل هادي فيه اجواء طبيعة
ما في عنف ولا قتل ولا كوميدي ولا سياسة ولا مخدرات ولا science fiction 
وشكرا سلفا",<USER> نطري مسلسل #دور_العمر 💃🏻 رح تغيري رايك ورح تحبي الاكشن والقتل 💃🏻 #سيرين_عبدالنور,3,Neutral
3277,الرئيس عون للمديرة التنفيذية لبرنامج الأمم المتحدة للمستوطنات البشرية: إرادة اللبنانيين في مواجهة التحديات ثابتة ولا بد للمجتمع الدولي من المساعدة على إيجاد حلول للأزمات المتلاحقة في بلدنا,"<USER> عم تحكي وتخبر عنا بريزيدان؟ اه بفهم انك فخور فينا ؟؟
شكرا لعمق تفكيرك وشعورك النبيل",0,Negative
3278,السفارة الإسرائيلية السرية في قطر تقع في كورنيش الدوحة قرب الشيراتون وبيت السفير في منطقة بوهامور قريبًا سوف تصبح علنية قطر حليفتنا الوثقى وتخدم كل مصالحنا في الخليج ومشاريعنا الصهيونية في كل المنطقة.,<USER> لذالك قررت مصر الجديده التعاون مع قطر وتركيا وكل دول العالم كي يعترف العالم بان القدس المحتلة عاصمه فلسطين وللاسف اي تعاون من قطر مع بني اسرائيل هو من اجل فلسطين كل فلسطين والان قطر تصالحت مع الحكومات العربية والشعوب العربيه انت فقط فاشل وفقدت مصداقيتك ولن يتم الوثوق بك,4,Negative
3279,"نبيه بري وابن الحريري يعملان لإبقاء المسيحيين في لبنان مواطنين درجة ثانية.
جعجع والجميّل وفرنجية يتصارعون على لقب أبطال الدرجة الثانية.
وحده ميشال عون وتياره يخوضان #معركة_وجود","<USER> طالما في أمثالك ب لبنان انشالله يضلو درجة تاني،
أمثالك ممكن يخسرو المسيحيين حقهم في رئاسة الجمهورية
#حمار_من_بلادي",3,Negative
3280,"الحوثة منذ عدة سنين وهم يهجمون على حدود جازان ويقتلون ويخطفون ويخربون في مراكز الجيش السعودي ..

لماذا حزب الله لا يفعل كذلك في حدوده مع إسرائيل ويكتفي بتصويرهم ويكتب الاعلام الحربي دون فعل شي؟؟ ليش؟ جاوبوني يا عرب.",<USER> الحوثي وحزب الله فروع لشجره اسرائيل وواضحه ماتبي تفكير وتصعب عليكم المملكه سابقا وحاليا ومستقبلا وسوف تطردون منها كما حدث سابقا,2,Neutral
3281,حامي القدس يواجه حرب اهلية في عقر داره,"<USER> كوهين خف علينا شوي باكاذيبك 
مكشوفه والله مكشوفه والخوف مبين من بين السطور",2,Negative
3282,"شخص آخر، يذكّر بأن رئيس الجمهورية ليس عنده لا صوت بمجلس الوزراء ولا كلمة باختيار رئيس الحكومة، ولا يجب ان يكون عنده اي وزير! اي ان رئيس البلاد ""صورة على الحيط... ومنكسّرها وقت بيلزم""...",<USER> ليكون عنا رئيس جمهورية منحكي يا ....,3,Neutral
3283,من يسرق اكثر من المساعدات الخليجية المقدمة للشعب الفلسطيني المسكين؟,"<USER> حماس تاج على راسك 
انتو الحراميه المغتربين
لعنة الله عليكم",2,Negative
3284,ترقبوا بعد قليل كلمة مباشرة لرئيس التيار الوطني الحر النائب جبران باسيل,<USER> مبدع كما دائما وكل الجاحدين ورا ضهرك ما بغبرو✌✌✌🇱🇧🇱🇧👆👆,1,Positive
3285,"يجب سحب إدارة موسم الحاج من المملكة العربية السعودية.
لا يحق لهذه الدولة اتخاذ قرارات بمفردها.
هذه الدولة تتحكم بمواسم الحج الى بيت الله، لا العكس.
نعم لإدارة إسلامية مشتركة.
الحج شعيرة دينية، ومكة ليست وجهة سياحة.",<USER> تكلم بما يُعقل أو أصمت .. القرارات التي تُتخَذ هي للمحافظة على سلامة الحجاج .,1,Negative
3286,"عندما يتوصّلون الى ابتزازك بلقمة عيشك ، إرمهم في مزبلة الماضي..
#ونقطة_على_السطر",<USER> يا ريت المزبلة تمتصهم,1,Neutral
3287,"إن القرارات التي أصدرها القاضي طارق البيطار أمس هي نقطة بداية جدية للكشف عن ملابسات جريمة انفجار مرفأ بيروت وتوقيف المجرمين وإحقاق الحق.
نحن من جانبنا سنضع كل جهودنا لعدم ترك أي أحد أو جهة تعرقل مسار العدالة.","<USER> وبصفتك شو يا كلب البدو ستضع جهودك؟
انت واحد نكرة حقك صرماية
لو في عدالة بلبنان كنت من زمان لازم تصرف القضاء فيك و حكمك اعدام",4,Negative
3288,في اعلاميين حقودين لدرجة بتشعر أنهم مزعوجين لأن المغتربين نازلين علبنان فيا أفاعي الغدر انتو لازم تفلّو والمغتربين يرجعو !  #نازل_ع_لبنان,<USER> #نازل_ع_لبنان ❤️❤️  🇱🇧 لبنان شو بحبك,1,Positive
3289,"الاحتلال اتفق مع السلطة على صفقة تبادل!
صفقة تبادل لقاحات كورونا ..
الاحتلال سيحول للسلطة حوالي مليون جرعة لقاح فايزر ستنتهي صلاحيتها قريبا ، في المقابل سيتلقى الاحتلال شحنة لقاحات من شركة فايزر بتواريخ انتاج جديدة كانت مخصصه للسلطة !!

لا عنجد هدول أغبياء ولا بتغابوا ولا شو ؟!",<USER> يسرقون بسم البيع والشراء,4,Neutral
3290,مع احترامنا لمقام رئاسة المجلس، منطالب بتعديل النظام الداخلي لتحديد المهل والغاء كل استنسابية بموضوع طرح القوانين واقرارها وغيره. تحديد المهل لازم يشمل الجميع، رئاسة الجمهورية والمجلس والحكومة والوزراء,<USER> كل القوانين بلجنة المال والموازنة لي رئاستها للتكتل العوني يا كذاب,0,Negative
3291,وجّه الرئيس عون إلى الرئيس الإيراني المنتخب السيّد ابراهيم رئيسي برقية تهنئة بانتخابه متمنياً له التوفيق في مسؤولياته الجديدة ومؤكداً على علاقات الصداقة التي تجمع بين لبنان والجمهورية الإسلامية الإيرانية,<USER> يا اخو المنيوكة شو انك بيًيض وجه,0,Negative
3292,"طبيعي كتير يلي بيدفع 16مليون لكانديس ما يقدر يدفع لإختو حقوقها.
وطبيعي كمان يلّي بيعطي جمعية وهمية أكتر من مليون دولار ما يعطي اختو مصريّاتها.
وأكتر شي واضح وطبيعي انو يلّي غدر بيلي برم العالم ليردّو عبلدو نهار يلّي توقّف برّا يغدر بإختو.
يلّي مش طبيعي انو نجيبو نعملو رئيس حكومة.",<USER> ابكي بترتاحي نفسي اعرف مصدر اخباركم من وين,1,Neutral
3293,إنتخاب دولة الإمارات العربية عضواً في مجلس الأمن خطوة مهمة وقد تساعد في سوريا وليبيا والعراق وعدة ساحات عربية وأبوظبي هي أكتر عاصمة خليجية قادرة على بناء تفاهم مع طهران ينعكس إيجاباً على مستقبل الخليج.,<USER> يمكننا أن نعلق أمل على دولة الإمارات فإنفتاحها على إعادة لم الشمل العربي سينعكس على سياستها بمجلس الأمن,0,Neutral
3294,أربعة أشخاص في الوقت الحالي يشكلون تهديد وجودي على بقاء دولة إسرائيل في المنظومة الدولية هم بالترتيب المشير ركن عبدالفتاح خليل السيسي و دولة مرزوق علي الغانم و أبو جهيم و فلاح ميجو … قومجية ومناضلين بحق,<USER> والكوميدي انكم مش هتعرفوا تعملوا مع السيسي حاجه لانه ببساطه عارف لعبتكم كويس خد بالك من نفسك👍🏻,2,Negative
3295,"الأصدقاء اللبنانيون المقيمون في الخارج
كيف تتابعون أخبار لبنان؟ هل تشعرون بالهم يرافق يومياتكم في غربتكم؟ أم تشعرون بأنكم محظوظون لأنكم نجوتم من هذا الجحيم؟",<USER> مدام لما بلدك تكون بتمر بظروف استثنائية وصعبة تقفي معاها في كبوتها لحد ما تشوف النور مره اخرى مش تشوهيها عشان مش مستحمله ظروفها الحاليه وانشاء الله ترجع زي الاول واحسن,1,Neutral
3296,"أراقب الطائرات التي تعبر فوق رؤوسنا على البحر
أتخيل الركاب قادمون معهم حليب ونسكافيه وكوفيه مايت وأدوية
المضحك المبكي",<USER> هيدا الواقع كل ما عم انزل على لبنان ، الشنطة معظمها دواء ، الله لا يوفقهم,4,Neutral
3297,"#أحقر_إنسان: 
هو مَن يتخلّى عنك من أجل كمشة مال...
هو من تعمّر له كوخاً فيقفل بابه بوجهك..
هو من تهتم بوردته لتزهر فيطعمك شوكاتها.
#ما_تشلح_حدا_من_إجرك",<USER> <USER> كلام من ذهب صباحو 🥰,2,Positive
3298,رئيس الحكومة يقوم بمداورة كاملة باستثناء وزارة واحدة هي المالية وكأنّها صارت حقا مكتسبا! هذا وحده كاف ليسقط الطائف، ونحن لا نقبل به,"<USER> بدن يخبوا فضائحن.
#معركة_وجود
#جبران_باسيل",1,Neutral
3299,"كل من يدعوا الى التظاهر في بلده هو خائن

الدين الاسلامي يدعوا الى الصبر على الحاكم الظالم 

الصبر على الحاكم الظالم ولا خراب الاوطان يا عرب

شوفوا سوريا ومصر واتعضوا الف مره قبل اي فكرة مثل هالافكار الشيطانية الله يديم نعمة الامن والامان في كل الدول العربية امين يا رب",<USER> عظم الله ايمانك حجي كوهين,3,Negative
3300,من ترجحون للفوز في مباراة إيطاليا 🇮🇹xالدانمارك 🇩🇰؟؟ #🤘😎🤘(ملاحظة:  حكم المباراة إسباني ),<USER> روق يا سهيل🤣اكيد المانيا بتربح <USER> 🤣🤣🤣🤣🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪,1,Neutral
3301,خلال ساعات الليلة قامت قواتنا بأعمال تمشيط واسعة في ضوء رصد آثار مشتبه فيهما في منطقة السياج الأمني مع لبنان. يتضح من المؤشرات في الميدان ان الحديث ليس عن عمل تخريبي. تواصل القوات أعمال البحث التي تشارك فيها أيضًا قوات الشرطة. السكان في البلدات المجاورة عادوا الى الحياة الطبيعية,<USER> 🤣🤣🤣 الجنود الصهاينة يمشطون! جبناء، قتلة الأطفال والنساء والشيوخ. تفوه عليك وعلى والديك.,4,Negative
3302,هل سيسقط اليوم بعد الظهر نتنياهو؟ او عنده مثل القطة ٧ أرواح؟!؟,"<USER> لن يسقط لانه مجرم ويقتل الاطفال والابرياء

واليهود يؤيدونه فسينجح",4,Neutral
3303,"كان بإمكانهم اغتيال #نزار_بنات عن طريق الرصاص ، لكنهم اختاروا ان يقتلوه بالتعذيب والضرب حتى الموت
ضربوه بعتلة من الحديد ودبسات خشبية وكسروا رأسه واضلاعه ويديه ورجليه ، فعلوا كل ذلك ليشبعوا غريزة الاجرام لديهم 

مجموعة من القاذورات ، لا يوجد عندهم اي نزعة انسانية او وطنية او دينية","<USER> ولكم فى القصاص حياة يأولى الألباب لعلكم تتقون"".
 مَنْ أمِن ""العقوبة"".. أساء ""الأدب""!",0,Neutral
3304,"الرئيس عون امام وفد من ""المؤتمر القومي الاسلامي"": أتمنى ان تعود القضية الفلسطينية القضية الاساس للعرب",<USER> يا عَمي عمول شي فيد العالم ما بشوف غير استقبلت وودعت انشالله منودعك قريباً ت الشعب يرتاح بركي بِفِك النحس يا إلهي ما مَرَق هيك نحس بتاريخ لبنان,1,Negative
3305,"نتيناهو: ""أقول لايران وحزب الله، سنعود قريبا""

نحن منقلك رحت متل روحة الخ… بالنهر😂",<USER> وقت كنت شو عملت يا كحش🤣,0,Negative
3306,في القاهرة هناك مطعم مرخص ساندويتش لحم جمل ب ٣ جنيه بس وشعار المطعم لو راجل كُل وعلى بعد كيلو متر واحد منها مقهى اسمه وسخه وساخه كل راس تفاحتين فيه بانجو وعلى عينك يا حكومة فينك يا سيسي??,"<USER> السيسي مش فاضي للهبل بتاعكم ، السيسي بعت جنود مصر يبنوا مدينة مصرية جديدة في غزة 
رغما عن انوفكم وانوف من يحميكم 
على فكرة سيناء أصبح فيها أكثر من 50 الف جندي ...وبرده غصب عنكم 
✌️🇪🇬✌️",2,Negative
3307,عاجل: انتشال عشرات الجثث من تحت انفاق غزة بواسطات آليات مصرية وحماس تتكتم عن الموضوع وتطالب من اسر الضحايا عدم الصراخ والويل او اظهار اي نوع من الحداد.,<USER> الصراخ و العويل هاي تبعتكم انتوا... اهل غزة يتقبلوا التهاني بالشهداء,3,Negative
3308,فينا نتفق على انو شامل روكز بلا شخصية؟,<USER> أكيد، بعد ما عمه و جبران استعجلوا بتصريحه من الجيش، حتى ما يوصل لقيادة الجيش و يكون مشروع رئيس و يضارب على جبران، بعدها ترشح على لوائحن حتى يعمل نائب,2,Neutral
3309,كنّا نخاف من الرصاص الطايش بالاعراس والجنائز، هلق زيدو عليهم مشاكل محطات البنزين، صباح المعلش❤️,<USER> ضباح الخناقات عطرقات بدنا فيروز تغنيها,2,Neutral
3310,أدعو وزير الصحة إلى إيقاف الوحش الذي يحمل شهادة طبيب والذي قام بضرب المريضة التي تبحث عن ثمن قطع لا تغطيها الوزارة داخل عيادته . علوش من فصيلة الوحوش إطردوه.,<USER> إذا نسيت بذكرك واحد من جماعتك صورلك الفيديو وتسرب بتتذكره سجلوا كلامك الدرر ونشروا كانوا قاصدينك تنفضح وتتبهدل ما حدا وقف قال إطردوه شو نسيت  متل ما قصدو يفضحوك وفتحوا الفيديو نفس الشي مع #مصطفى_علوش بس الفرق هو كان ضابط اعصابه معها وكان بده يعمل العمليه بلا أتعاب عنده إنسانيه,4,Negative
3311,توقيع الرئيس حسان دياب على مرسوم تعيين أربعة أعضاء في مجلس القضاء الأعلى ضروري لتمرير مرسوم التشكيلات القضائية بعد درسه مجدداً وإعادة تنشيط العدلية .,<USER> بنصحك بالتوقف  عن التويت لعدم جدواها!,3,Negative
3312,سمعت أبو شقرا قال: تخصيص بنزين للأطباء والاعلاميين…طيب للأطباء فهمنا لكن ليش للإعلاميين ؟ بشو هنّي احسن من غيرن ؟ كتار منهم ابواق فتنة وتحريض ! يضلّو بالبيت احسن 🤨,"<USER> تنلغى محكمة المطبوعات، بيبطل الاعلام مميز حالو.
بتصور وضحت.",4,Neutral
3313,قطر 🇶🇦 كانت ولا زالت تدعم الإرهاب منذ خيمة القذافي وقبلها وبعدها …,"<USER> ياكوهين ممكن اعطيك هدية تاكلها 💩💩💩💩💩💩💩..!
بالصحه والعافية",2,Negative
3314,إسرائيل اتفقت اليوم مع السلطة الفلسطينية على القيام بصفقة تبادل للقاحات كورونا. إسرائيل ستحول إلى السلطة ١-١.٤ مليون جرعة لقاح فايزر ستنتهي فعاليتها قريبا وفي المقابل ستتلقى إسرائيل شحنة اللقاحات القادمة التي خصصتها شركة فايزر للسلطة والتي تحتوي على ذات الكمية من جرعات اللقاح.,"<USER> ولماذا هذا الاستسلام من قبل السلطة الفلسطينية 

كان عليكم تلقيح موستوطنيكم بهذا اللقاح قريب النهايه لا انتعطوه للفلسطينيين",3,Neutral
3315,حسب رائيكم قادات حماس : اسماعيل هنية ومحمود الزهار ويحيا السنوار ومحمود الضيف وخالد مشعل يفضلون ويتمنون لانفسهم:,<USER> وانت ماذا تتوقع يفضلون. أكيد ساتقول الشهادة.,2,Negative
3316,"وسائل اعلام إسرائيلية (موقع i24news) ـــ مسؤول تركي لصحيفة اسرائيلية: ""سنطبع علاقاتنا مع اسرائيل بعد اقامة الحكومة الجديدة""",<USER> عاساس مو من مطبعين من قبل؟,0,Neutral
3317,إلغاء الدعم قبل البطاقة التمويلية مغامرة خطرة وغير محسوبة . فمتى يفرج مجلس النواب عن البطاقة؟.,<USER> بطاقة تمويلية بدون مصدر تمويل الها شو بتكون؟ تفصيل زغير مش منتبهله معاليك,4,Neutral
3318,طالما العالم لا يريد الفوضى في لبنان يصبح دعم الجيش والمؤسسات الأمنية ضرورياً . ندعو الدول الخليجية للمشاركة في دعم الجيش وفصل هذا الملف عن العلاقة مع الدولة ليعالج هذا الأمر لاحقاً . دعم الجيش هو الضمانة للإستقرار.,<USER> هههههه ولى زمن الدعم يا حبيبي ما شفنا منكم إلا مخدرات ونكران جميل وشغالين تحاربو أ  فينا من كل جه  عم تدعموا الحوثي واسأل ملك السراديب وشيخ السرابيت حسن زميرا,4,Negative
3319,🔴نقلاً عن سفارة أجنبية فاعلة، يُتوقّع أن ينفجر الشارع اللبناني بثورة شعبية كاسحة في حال قرر وزير الإتصالات وضع ضريبة على تطبيق الواتساب..وقد تقلب هذه الثورة الوضع رأساً على عقب وتطيح بمافيا السلطة الفاسدة وتعيد لبنان فعلاً ليكون سويسرا الشرق بقيادة الناشط نبيه برّي وسعدونه!!,<USER> انت أحقر بني البشر,1,Negative
3320,"يا أستاذ جعجع انو اذا كتير سئلان عأموال المودعين ليش ما فتحت تمك لما انشال ملايين من امام المحتاجين لتمويل المحكمة الدولية، وليه ما حكيت لما كانت تندعم الليرة ليبقى سعر الصرف ثابت؟ نوابك أيمتى اعترضوا عالسرقة والنهب بالمجالس والصناديق؟ 
وقف معاركك الشعبوية الفاشلة!",<USER> غس روح اشتغل رقاص افضل ما تخبص بالسياسة بتفلح اكتر  الشغل مش عيب,3,Negative
3321,القضية طارئة جدا ولا يجوز بقاء الدعم استنسابيا فيما الصهاريج تمر عبر الحدود تحت اعين القوى الامنية وبمشاركتها احيانا وفقط مجلس النواب بإقراره للقانون يحل جزئيا موضوع الدعم ويبعد النقمة الكبيرة الآتية,<USER> دخلك مين وزيرة الدفاع ومين وزير الداخلية مش انت وعمك معينينن وبكل عين وقحة بتقول تحت اعين اللأجهزة اللأمنية لستحوا ماتوا,3,Negative
3322,"عم يتبين أكتر وأكتر إنو كل العهود قبل ٢٠٠٥، كانت برعاية نبيه بري، ومن بعد ال ٢٠٠٥، صارت عهود نبيه بري حصرا.
الا من ٢٠١٦، وقت إجى مين ينزعلو الطبخة ليبني دولة القانون والمحاسبة والشراكة الكاملة، وما فيك تبني شي نضيف ع شي فاسد، مجبور تكسر، والنبيه مستعد يهد الهيكل عالكل. #فكروا_فيا",<USER> ولك يا زلمي ما بتتعبو من ادعاءات البرائة والنظافة ونحنا غير عنن  ومدري شو !زهقتونا من هالخطاب الممجوج، انتو باللعبة من ١٦ سنة وشركا مضاربين على كل شي !المشكلة انو هلق ختلفتو  مع برّي وبكرا الحوزب بيصالحكن وبترجعو احباب!,2,Negative
3323,سنة و ٩ اشهر مع سعد بلا حكومة،و رئاسة تنتظر سعد و من يحرك او يأمر سعد لتحريك ملف او اتخاذ قرار لصالح الدولة و الناس.تفاهم ساقط منذ بدايته و مع أول حكومة للعهد و من اسقطه هو سعد نفسه بتعطيل الاداء،بالمماطلة،بالتسويف و بالنكول بالاتفاق والتفاهمات و التسويات.ماذا يفعل؟ما اعتاد عليه!,"<USER> بلا كذبك يا اسود
انتو سبب التعطيل
الحلو بالموضوع انو العالم كلها عارفة شو عم يصير
الله يقوي جبران عليكن
اذا انت ابن عمك سرقتلو بيتو وقفت عليك تسرق الشعب يا خنزير",4,Negative
3324,الرئيس عون وقّع مراسيم ترقية الضباط في الاسلاك العسكرية ابتداء من 1/7/2021 كما وردت إليه من رئاسة الحكومة باستثناء الترقية من رتبة عقيد إلى عميد نظراً لعدم إرسال مرسوم ترقية ضباط الجيش من رتبة عقيد إلى عميد للتوقيع. وحملت المراسيم الأرقام 7905 و7906 و7907 و7908 و7909 و7910 و7911,<USER> ما صار لازم تروح على البيت. يلي مش قادر يدير البلد بلاه و بلا توقيعه. عبالي شوف منك شي مفيد للبنان.,0,Negative
3325,"نثق بك ونريدك حكماً واميناً .
#سماحة_السيد #جبران_باسيل",<USER> فيك توثق فيه من اليوم الي ابد الابدين هيدا خيارك.. اما تضعه حكماً وحاكم للقضية السيحية التى تنادي بها هيدا استسلام .. اما اذا قضيتكم هي سياسية حكومية عندها يمكنك ان تضعه حاكماً ليجبلك حصة اكبر..,2,Negative
3326,وجود المسيحيين في لبنان مرتبط بدورهم فاذا انتفى الدور انتفى الوجود؛ تعاطي الفاتيكان معهم بأقل من ذلك يصيبهم بأضرار بالغة أقلها هجرتهم الكاملة؛ دور الفاتيكان محوري ومعنوي، هم ليسوا بحاجة لمن يفرض وجودههم بل للاعتراف بدورهم؛ الكرسي الرسولي قادر على استنهاض قوتهم فيطمئنون إلى غدهمGB,<USER> <USER> هلق كل شي مر عالمسيحيين بلبنان . من آلاف السنين ما أنهى دورهم .. هلق انت اللي تنقذهم .. ومن مين الحريري؟ . ما انت رهنتهم لمشروع متطرف مقابل مشروع متسامح .,3,Negative
